id,title,url,upload_date,matching_questions,similarity,output,volatility_3d,threshold_label,result
137,Jesse Watters: The media thinks male voters are in 'crisis'?,https://www.youtube.com/watch?v=DtBA5F7zRyg,2024-10-12T01:30:07Z,Kamala Harris blowout victory?,0.6097139120101929,Impact,0.0199,No impact,0
139,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris drop out of presidential race?,0.6884688138961792,Impact,0.0517,Impact,1
140,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6702833771705627,Impact,0.0268,Impact,1
141,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win all 6 swing states?,0.657521665096283,Impact,0.0715,Impact,1
142,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win California by the largest margin?,0.6529489755630493,Impact,0.0565,Impact,1
143,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Kamala Harris blowout victory?,0.6486409902572632,Impact,0.0199,No impact,0
144,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win another state by the largest margin?,0.6431617140769958,Impact,0.212,Impact,1
145,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Caitlin Clark endorse Kamala Harris?,0.6315356492996216,No impact,0.147,Impact,0
146,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Kamala Harris wins the popular vote?,0.6313442587852478,Impact,0.0154,No impact,0
147,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win New York by the largest margin?,0.6276765465736389,No impact,0.3345,Impact,0
148,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win Delaware by the largest margin?,0.6160869598388672,No impact,0.1292,Impact,0
149,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Kamala Harris wins a solid red state?,0.6136469841003418,Impact,0.0,No impact,0
150,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris be D-nom for VP on Election Day?,0.6131502985954285,Impact,0.3849,Impact,1
151,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win Hawaii by the largest margin?,0.6128541827201843,No impact,0.0761,Impact,0
152,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win Connecticut by the largest margin?,0.6093752384185791,No impact,0.1772,Impact,0
153,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win Maryland by the largest margin?,0.6052905917167664,No impact,0.0304,Impact,0
154,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win Vermont by the largest margin?,0.6021077632904053,No impact,0.0488,Impact,0
155,'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,2024-10-11T00:00:34Z,Will Kamala Harris win Massachusetts by the largest margin?,0.6009944081306458,No impact,0.0246,Impact,0
156,Jesse Watters: Walz is like a 'flat tire' right now,https://www.youtube.com/watch?v=KoohKLtQgLY,2024-10-10T20:00:08Z,Will Kamala Harris be D-nom for VP on Election Day?,0.6231608390808105,Impact,0.3849,Impact,1
157,Jesse Watters: Walz is like a 'flat tire' right now,https://www.youtube.com/watch?v=KoohKLtQgLY,2024-10-10T20:00:08Z,Will George W. Bush endorse Kamala Harris?,0.6150071620941162,No impact,0.1345,Impact,0
160,Harris cracks a beer with Stephen Colbert as millions flee Hurricane Milton,https://www.youtube.com/watch?v=bDVS6mGxxQo,2024-10-09T12:15:02Z,Kamala Harris blowout victory?,0.6035244464874268,Impact,0.0372,Impact,1
161,Kamala Harris goes viral for stunning admission on 'The View',https://www.youtube.com/watch?v=-VxoF-s8fDU,2024-10-09T10:45:00Z,Will any other Democratic Politician win the 2024 US Presidential Election?,0.6199299693107605,Impact,0.0,No impact,0
162,Kamala Harris goes viral for stunning admission on 'The View',https://www.youtube.com/watch?v=-VxoF-s8fDU,2024-10-09T10:45:00Z,Will Kamala Harris win the 2024 US Presidential Election?,0.608992338180542,Impact,0.0406,Impact,1
163,Gutfeld: CBS News tried to salvage this train wreck,https://www.youtube.com/watch?v=_jgfFP9BRxE,2024-10-09T03:15:02Z,Kamala Harris blowout victory?,0.6028313636779785,Impact,0.0372,Impact,1
164,Jesse Watters: Kamala Harris couldnt even survive The View,https://www.youtube.com/watch?v=7yDh8jV4yPE,2024-10-09T02:00:03Z,Kamala Harris blowout victory?,0.6245355606079102,Impact,0.0372,Impact,1
165,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Kamala Harris blowout victory?,0.7158851623535156,Impact,0.0372,Impact,1
166,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Kamala Harris wins the popular vote?,0.6839902400970459,Impact,0.0074,No impact,0
167,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Will George W. Bush endorse Kamala Harris?,0.6594194173812866,No impact,0.1074,Impact,0
168,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6471937894821167,Impact,0.0406,Impact,1
169,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Will Kamala Harris drop out of presidential race?,0.6400660276412964,Impact,0.0632,Impact,1
170,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Will Kamala Harris be D-nom for VP on Election Day?,0.6314640045166016,Impact,0.1443,Impact,1
171,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Kamala Harris wins a solid red state?,0.6289097666740417,Impact,0.0241,Impact,1
172,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Will Caitlin Clark endorse Kamala Harris?,0.6237866878509521,No impact,0.2005,Impact,0
173,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Kamala Harris 538 odds >55% on Friday?,0.6120377779006958,Impact,0.9569,Impact,1
174,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Kamala Harris 538 odds >60% Friday?,0.6107701659202576,Impact,0.0,No impact,0
175,Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,2024-10-09T01:12:27Z,Kamala flips a 2020 Trump state?,0.6014062166213989,Impact,0.0371,Impact,1
176,Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,2024-10-08T23:30:05Z,Kamala Harris blowout victory?,0.7153093814849854,Impact,0.0372,Impact,1
177,Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,2024-10-08T23:30:05Z,Kamala Harris wins the popular vote?,0.65498948097229,Impact,0.0074,No impact,0
178,Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,2024-10-08T23:30:05Z,Kamala Harris 538 odds >55% on Friday?,0.6165040135383606,Impact,0.9569,Impact,1
179,Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,2024-10-08T23:30:05Z,Kamala Harris 538 odds >60% Friday?,0.6117018461227417,Impact,0.0,No impact,0
180,Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,2024-10-08T23:30:05Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6116227507591248,Impact,0.0406,Impact,1
181,Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,2024-10-08T23:30:05Z,Kamala Harris wins a solid red state?,0.6000496745109558,Impact,0.0241,Impact,1
183,JD Vance shreds VP Harris for View appearance: A record to be ashamed of,https://www.youtube.com/watch?v=2nkRkiUKu0k,2024-10-08T18:55:42Z,Will Kamala Harris drop out of presidential race?,0.6142688393592834,Impact,0.0532,Impact,1
184,JD Vance shreds VP Harris for View appearance: A record to be ashamed of,https://www.youtube.com/watch?v=2nkRkiUKu0k,2024-10-08T18:55:42Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6025810241699219,No impact,0.0316,Impact,0
185,FEMA has a major bureaucracy problem: Tulsi Gabbard,https://www.youtube.com/watch?v=Ee2TNZDxdS4,2024-10-08T16:45:00Z,Trump nominates Tulsi Gabbard to Cabinet?,0.6822798848152161,No impact,0.048,Impact,0
186,Jesse Watters: Kamala Harris has been a ghost,https://www.youtube.com/watch?v=fM_0rSDlf_8,2024-10-08T02:15:02Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6174206733703613,Impact,0.0316,Impact,1
187,Jesse Watters: Kamala Harris has been a ghost,https://www.youtube.com/watch?v=fM_0rSDlf_8,2024-10-08T02:15:02Z,Kamala Harris blowout victory?,0.6161478757858276,Impact,0.0372,Impact,1
188,Jesse Watters: Kamala Harris has been a ghost,https://www.youtube.com/watch?v=fM_0rSDlf_8,2024-10-08T02:15:02Z,Kamala Harris wins the popular vote?,0.6110132932662964,Impact,0.004,No impact,0
189,Jesse Watters: Kamala Harris has been a ghost,https://www.youtube.com/watch?v=fM_0rSDlf_8,2024-10-08T02:15:02Z,Will Kamala Harris drop out of presidential race?,0.6087430119514465,Impact,0.0532,Impact,1
191,Kamala Harris eviscerated for 'softball' media blitz amid various crises,https://www.youtube.com/watch?v=tiPjTjLT6Oo,2024-10-07T10:45:03Z,Kamala Harris wins the popular vote?,0.6661652326583862,No impact,0.011,No impact,1
192,Kamala Harris eviscerated for 'softball' media blitz amid various crises,https://www.youtube.com/watch?v=tiPjTjLT6Oo,2024-10-07T10:45:03Z,Kamala Harris blowout victory?,0.6646461486816406,No impact,0.0509,Impact,0
193,Kamala Harris eviscerated for 'softball' media blitz amid various crises,https://www.youtube.com/watch?v=tiPjTjLT6Oo,2024-10-07T10:45:03Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6026175022125244,No impact,0.0359,Impact,0
194,"Elon Musk is a big deal surrogate for Trump, Fetterman warns",https://www.youtube.com/watch?v=BrGNpqlxScQ,2024-10-06T17:00:11Z,Israel military response against Iran in October?,0.6091024279594421,Impact,0.0706,Impact,1
195,"Iran could push Israel into an unexpected deal with an 'arab partner,' congresswoman says",https://www.youtube.com/watch?v=TFp8AcHs3nU,2024-10-06T15:00:26Z,Israel x Hamas ceasefire in 2024?,0.6455948352813721,Impact,0.104,Impact,1
196,"Iran could push Israel into an unexpected deal with an 'arab partner,' congresswoman says",https://www.youtube.com/watch?v=TFp8AcHs3nU,2024-10-06T15:00:26Z,No Israel x Hamas ceasefire in 2024?,0.6423611640930176,Impact,0.0279,Impact,1
197,"Iran could push Israel into an unexpected deal with an 'arab partner,' congresswoman says",https://www.youtube.com/watch?v=TFp8AcHs3nU,2024-10-06T15:00:26Z,Next Israel x Hamas ceasefire in November?,0.6223724484443665,Impact,0.09,Impact,1
198,"Iran could push Israel into an unexpected deal with an 'arab partner,' congresswoman says",https://www.youtube.com/watch?v=TFp8AcHs3nU,2024-10-06T15:00:26Z,Next Israel x Hamas ceasefire in October?,0.6199630498886108,Impact,0.0708,Impact,1
199,"Iran could push Israel into an unexpected deal with an 'arab partner,' congresswoman says",https://www.youtube.com/watch?v=TFp8AcHs3nU,2024-10-06T15:00:26Z,Next Israel x Hamas ceasefire in December?,0.6041668653488159,Impact,0.1001,Impact,1
200,Democrats admit this could 'doom' Kamala Harris,https://www.youtube.com/watch?v=zAkX_GeifEE,2024-10-04T19:45:04Z,Will Kamala Harris drop out of presidential race?,0.7177810072898865,Impact,0.0299,Impact,1
201,Democrats admit this could 'doom' Kamala Harris,https://www.youtube.com/watch?v=zAkX_GeifEE,2024-10-04T19:45:04Z,Will Kamala Harris win the 2024 US Presidential Election?,0.6698210835456848,Impact,0.0036,No impact,0
202,Democrats admit this could 'doom' Kamala Harris,https://www.youtube.com/watch?v=zAkX_GeifEE,2024-10-04T19:45:04Z,Kamala Harris blowout victory?,0.6558921337127686,Impact,0.077,Impact,1
203,Democrats admit this could 'doom' Kamala Harris,https://www.youtube.com/watch?v=zAkX_GeifEE,2024-10-04T19:45:04Z,Will Kamala Harris be D-nom for VP on Election Day?,0.654778242111206,Impact,0.1925,Impact,1
204,Democrats admit this could 'doom' Kamala Harris,https://www.youtube.com/watch?v=zAkX_GeifEE,2024-10-04T19:45:04Z,Kamala flips a 2020 Trump state?,0.6062135696411133,Impact,0.0067,No impact,0
205,Ingraham: Dems are 'freakin out' over Michigan,https://www.youtube.com/watch?v=fruvd6ySWAU,2024-10-04T01:24:06Z,Will a candidate from another party win Michigan Presidential Election?,0.6170290112495422,Impact,0.2869,Impact,1
206,This feels really dirty: Compagno,https://www.youtube.com/watch?v=sKdAQpyBdCY,2024-10-03T20:15:02Z,Trump election interference trial doesn't start before November?,0.6711755990982056,Impact,0.0,No impact,0
207,This feels really dirty: Compagno,https://www.youtube.com/watch?v=sKdAQpyBdCY,2024-10-03T20:15:02Z,Trump conviction overturned before election?,0.6351003050804138,Impact,0.1398,Impact,1
208,This is bad news for Iran: Gen. Frank McKenzie,https://www.youtube.com/watch?v=yaMRjR4scAg,2024-10-03T05:30:22Z,Will Israel target Tehran?,0.6458348035812378,Impact,0.3437,Impact,1
209,This is bad news for Iran: Gen. Frank McKenzie,https://www.youtube.com/watch?v=yaMRjR4scAg,2024-10-03T05:30:22Z,Israel military response against Iran today?,0.6378477215766907,Impact,0.0,No impact,0
210,This is bad news for Iran: Gen. Frank McKenzie,https://www.youtube.com/watch?v=yaMRjR4scAg,2024-10-03T05:30:22Z,Will Israel target an Iranian nuclear facility?,0.6198321580886841,Impact,0.4067,Impact,1
211,This is bad news for Iran: Gen. Frank McKenzie,https://www.youtube.com/watch?v=yaMRjR4scAg,2024-10-03T05:30:22Z,Another Iran strike on Israel by Friday?,0.6108372807502747,Impact,0.3917,Impact,1
212,This is bad news for Iran: Gen. Frank McKenzie,https://www.youtube.com/watch?v=yaMRjR4scAg,2024-10-03T05:30:22Z,Israel strike on Iranian nuclear facility in 2024?,0.6089404821395874,Impact,0.1373,Impact,1
213,'The Five' reacts to the JD Vance-Tim Walz debate,https://www.youtube.com/watch?v=USrK2XRoKr4,2024-10-02T21:45:02Z,Kamala Harris and JD Vance debate before election?,0.6097168922424316,Impact,0.268,Impact,1
214,Vibes at Trump HQ are 'very high' following VP debate: Leavitt,https://www.youtube.com/watch?v=i5kV4nN4PWA,2024-10-02T19:00:31Z,Kamala Harris and JD Vance debate before election?,0.7760629653930664,Impact,0.2572,Impact,1
215,Vibes at Trump HQ are 'very high' following VP debate: Leavitt,https://www.youtube.com/watch?v=i5kV4nN4PWA,2024-10-02T19:00:31Z,JD Vance replaced as Republican VP nominee?,0.6292459964752197,Impact,0.0,No impact,0
216,Vibes at Trump HQ are 'very high' following VP debate: Leavitt,https://www.youtube.com/watch?v=i5kV4nN4PWA,2024-10-02T19:00:31Z,2 or more Vance vs. Walz debates before election?,0.6052873730659485,Impact,0.1355,Impact,1
217,Shocking video shows Hezbollah weapons cache hidden under child's bedroom,https://www.youtube.com/watch?v=Jt5ZqeFT28o,2024-10-02T18:15:01Z,Will Israel target an Iranian oil or gas facility?,0.6174347400665283,Impact,0.2719,Impact,1
218,Shocking video shows Hezbollah weapons cache hidden under child's bedroom,https://www.youtube.com/watch?v=Jt5ZqeFT28o,2024-10-02T18:15:01Z,Will Israel target an Iranian nuclear facility?,0.6129430532455444,Impact,0.2084,Impact,1
219,Shocking video shows Hezbollah weapons cache hidden under child's bedroom,https://www.youtube.com/watch?v=Jt5ZqeFT28o,2024-10-02T18:15:01Z,Will Israel target Tehran?,0.6064369678497314,Impact,0.1128,Impact,1
220,Israel could inflict massive damage on Iran: Sen. Tom Cotton,https://www.youtube.com/watch?v=ZfdPC8ogi-0,2024-10-02T16:00:41Z,Will Israel target Tehran?,0.6296223402023315,Impact,0.1128,Impact,1
223,Laura Ingraham: Any doubts about JD Vance should be put to rest,https://www.youtube.com/watch?v=si07Vrgfjrk,2024-10-02T12:15:03Z,1 Trump vs. Harris debate before election?,0.6414454579353333,No impact,0.1098,Impact,0
224,Laura Ingraham: Any doubts about JD Vance should be put to rest,https://www.youtube.com/watch?v=si07Vrgfjrk,2024-10-02T12:15:03Z,Kamala Harris and JD Vance debate before election?,0.6269527673721313,No impact,0.2572,Impact,0
226,Laura Ingraham: Any doubts about JD Vance should be put to rest,https://www.youtube.com/watch?v=si07Vrgfjrk,2024-10-02T12:15:03Z,2 or more Vance vs. Walz debates before election?,0.6026180982589722,Impact,0.1355,Impact,1
227,Israel vows retaliation after 'unprecedented' Iranian missile attack,https://www.youtube.com/watch?v=IGs_ngYvrdE,2024-10-02T11:30:10Z,Another Iran strike on Israel by Friday?,0.6666642427444458,Impact,0.0867,Impact,1
228,Israel vows retaliation after 'unprecedented' Iranian missile attack,https://www.youtube.com/watch?v=IGs_ngYvrdE,2024-10-02T11:30:10Z,Will Israel target Tehran?,0.6363773345947266,Impact,0.1128,Impact,1
